,eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
10,2-s2.0-85161674826,10.3390/su15118488,,,Sustainable Financing Strategies for the SMEs: Two Alternative Models,ar,Article,Hossain M.,60025997;60018865;60015123,Keio University;Bangladesh Institute of Development Studies;Toyo University,Tokyo;Dhaka;Tokyo,Japan;Bangladesh;Japan,3,"Hossain, Monzur;Yoshino, Naoyuki;Tsubota, Kenmei",56299146900;57221543285;55646864600,60018865;60025997;60015123,2023-06-01,June 2023,Sustainability (Switzerland),,21100240100,20711050,Journal,15,11,8488,,"A sustainable financing strategy for SMEs should aim to enhance a low-cost collateral-free supply of loans to SMEs with good track records of repayments to banks. In this paper, we suggest two alternative financing models for SMEs that address certain borrowing constraints of SMEs. First, the model incorporates institutional mechanisms involving the government, banks, and SMEs. The strategy employs a two-pronged approach: (i) the government enhances the supply of loanable funds to banks, and (ii) identifies good SME borrowers through skills development programs and introduces them to banks. This model will reduce default risk and allow banks to offer lower-interest and collateral-free credit to SMEs, thereby improving their access to finance and performance. Second, the model could be extended to accommodate digital finance using a data-driven credit risk score of the borrowers to reduce banks’ default risks and transaction costs with or without government funds. The proposed model could resolve the moral hazard and selection bias problems. Our proposed models are based on a public-private partnership approach and therefore could solve certain borrowing constraints of SMEs. Our empirical results support the model outcomes and therefore are consistent with the predictions of our theoretical models.",Bangladesh | credit wholesale program | default risk | digital finance | SME financing models,0,1,publisherfullgold,Gold,,undefined,
11,2-s2.0-85130889815,10.1111/jmcb.12940,,,House Price Markups and Mortgage Defaults,ar,Article,Carrillo P.E.,60003088;122576592,The George Washington University;Federal Housing Finance Agency,"Washington, D.C.;Washington, D.C.",United States;United States,3,"Carrillo, Paul E.;Doerner, William M.;Larson, William D.",25630317600;35218789500;55240089400,60003088;122576592;122576592,2023-06-01,June 2023,"Journal of Money, Credit and Banking",00222879,17557,15384616,Journal,55,4,,747-782,"The transaction price of identical housing units can vary widely due to heterogeneity in buyer and seller preferences, matching, and search costs, generating what we term “markups” above or below the average market price. We measure markups for 3.4 million purchase-money mortgages and show that they can predict mortgage defaults and credit losses conditional on default even after accounting for collateral coverage (loan-to-value ratio) and a comprehensive set of other covariates. The findings suggest that standard collateral coverage estimation may be inaccurate, with implications for both individual and portfolio-level credit risk assessment.",appraisal bias | collateral risk | credit risk | house price | mortgage,0,1,,,,undefined,
12,2-s2.0-85148674024,10.1016/j.jinteco.2023.103730,S0022199623000168,,"Fickle emerging market flows, stable euros, and the dollar risk factor",ar,Article,Boermans M.A.,60102259;60014693,De Nederlandsche Bank;Loyola University Maryland,Amsterdam;Baltimore,Netherlands;United States,2,"Boermans, Martijn A.;Burger, John D.",36975101800;8368121400,60102259;60014693,2023-05-01,May 2023,Journal of International Economics,00221996,24393,18730353,Journal,142,,103730,,"Policymakers fear the destabilizing impact of fickle global investors on emerging markets. Euro area investors are significant participants in emerging bond markets and exhibit volatile flows, but their fickleness does not result in indiscriminate periods of surge and flight. Employing granular data, we discern important investor differentiation by currency denomination and issuer-level risk factors. First, euro area investors exhibit a home currency bias leading to both strong cross-sectional preference and more stable flows to EUR-denominated bonds over time. Second, volatile flows to USD and local-currency-denominated bonds are robustly related to global risk factors including the broad dollar. Investors differentiate among USD-denominated bonds such that flows to currency mismatched (and less creditworthy) sovereigns and corporates are more sensitive to the broad dollar. In contrast, local currency bond investors appear primarily concerned with currency rather than issuer-specific credit risk.",Capital flows | Currency mismatch | Emerging market bonds | Exchange rates | Global financial cycle | Global risk | Home currency bias | Portfolio choice | Securities holdings statistics | Spillovers | US dollar,0,0,,,,undefined,
13,2-s2.0-85137418237,10.1007/s10489-022-03996-1,,,CDGAT: a graph attention network method for credit card defaulters prediction,ar,Article,Wu J.,60022317;128546515,University of Macau;Industrial and Commercial Bank of China (Macau) Limited,Taipa;Macau,Macao;Macao,4,"Wu, Jun;Zhao, Xiong Fei;Yuan, Hang;Si, Yain Whar",57188959104;57422137600;57879566600;11640258200,60022317;128546515;128546515;60022317,2023-05-01,May 2023,Applied Intelligence,0924669X,23674,15737497,Journal,53,10,,11538-11552,"Recognizing potential defaulters is a crucial problem for financial institutions. Therefore, many credit scoring methods have been proposed in the past to address this issue. However, these methods rarely consider the interaction among customers such as bank transfer and remittance. With rapid growth in the number of customers adopting online banking services, such interaction information plays a significant role in assessing their credit score. In this paper, we propose a novel scalable credit scoring approach called CDGAT (Graph attention network for credit card defaulters) for predicting potential credit card defaulters. In CDGAT, a customer’s credit score is calculated based on transaction embedding and neighborhood embedding. To obtain the neighborhood embedding, CDGAT first utilizes the Amount-bias Sampling (AbS) strategy to extract a subgraph for each customer. Next, CDGAT directly aggregates neighbors’ features according to their influence weights. The experimental results on the dataset from Industrial and Commercial Bank of China (Macau) Limited (ICBC (Macau)) show that CDGAT significantly outperforms the baseline methods. Furthermore, experimental results reveal that the proposed method is also superior to several state-of-the-art Graph Convolutional Neural Network models in terms of scalability and performance.",Credit scoring | Defaulters prediction | Graph convolutional neural network | Neighbors sampling | Node classification,1,0,,,UM,MYRG2019-00136-FST,Universidade de Macau
14,2-s2.0-85168973128,10.22059/ijms.2022.326105.674613,,,Do Behavioral Biases Affect Credit Risk Assessment Methods?,ar,Article,Azouzi M.A.,60064746;60058071,University of Sfax;Université de Sousse,Sfax;Sousse,Tunisia;Tunisia,2,"Azouzi, Mohamed Ali;Bacha, Sami",55843394500;57197756137,60064746;60058071,2023-04-01,April 2023,Iranian journal of Management Studies,20087055,21101045319,23453745,Journal,16,2,,501-514,"The purpose of this study was to investigate the effect of bankers’ behavioral biases on credit risk management. We examined whether and how individual emotional biases (i.e., loss aversion, optimism, overconfidence, and cognitive dissonance) affect the banks’ credit risk policy, including the risk assessment methods (i.e., quantitative vs. qualitative methods). Based on a sample of Tunisian banks, the results showed that the bankers’ emotional biases affect their preferences regarding the choice of credit risk assessment methods. The findings revealed that optimist, loss-averse, and overconfident bankers are more likely to adopt quantitative methods such as scoring when they assess the credit risk. The bankers with high cognitive dissonance, however, were found to have a high preference for a qualitative approach.",cognitive dissonance | credit risk | loss aversion | optimism | overconfidence,0,0,,,,undefined,
15,2-s2.0-85142475199,10.1016/j.cnsns.2022.106977,S1007570422004646,,Credit risk measures and the estimation error in the ASRF model under the Basel II IRB approach,ar,Article,Casellina S.,60012259;126586298;122685581,Università degli Studi di Torino;European Banking Authority;IRES Piemonte,Turin;Paris-La Defense;Turin,Italy;France;Italy,3,"Casellina, Simone;Landini, Simone;Uberti, Mariacristina",24314634500;24175882300;24176029000,126586298;122685581;60012259,2023-04-01,April 2023,Communications in Nonlinear Science and Numerical Simulation,10075704,25807,,Journal,118,,106977,,"In many standard derivation and presentations of risk measures like the Value-at-Risk or the Expected Shortfall, it is assumed that all the model's parameters are known. In practice, however, the parameters must be estimated and this introduces an additional source of uncertainty that is usually not accounted for. The Prudential Regulators have formally raised the issue of errors stemming from the internal model estimation process in the context of credit risk, calling for margins of conservatism to cover possible underestimation in capital. Notwithstanding this requirement, to date, a solution shared by banks and regulators/supervisors has not yet been found. In our paper, we investigate the effect of the estimation error in the framework of the Asymptotic Single Risk Factor (ASRF) model that represents the baseline for the derivation of the credit risk measures under the Internal-Ratings Based (IRB) approach. We exploit Monte Carlo simulations to quantify the bias induced by the estimation error and we explore an approach to correct for this bias. Our approach involves only the estimation of the long run average probability of default and not the estimation of the asset correlation given that, in practice, banks are not allowed to modify this parameter. We study the stochastic characteristics of the probability of default estimator that can be derived from the Asymptotic Single Risk Factor framework and we show how to introduce a correction to control for the estimation error. Our approach does not require introducing in the Asymptotic Single Risk Factor model additional elements like the prior distributions or other parameters which, having to be estimated, would introduce another source of estimation error. This simple and easily implemented correction ensures that the probability of observing an exception (i.e. a default rate higher than the estimated quantile of the default rate distribution) is equal to the desired confidence level. We show a practical application of our approach relying on real data.",Basel 2 | Margin of Conservatism | Regulation | Value-at-Risk,0,0,repositoryam,Green,MIUR,undefined,"Ministero dell’Istruzione, dell’Università e della Ricerca"
16,2-s2.0-85130179003,10.1007/s00180-022-01220-9,,,Semi-supervised adapted HMMs for P2P credit scoring systems with reject inference,ar,Article,El Annas M.,124420831,Institut National de Statistique et d’Economie Appliquée,Rabat,Morocco,3,"El Annas, Monir;Benyacoub, Badreddine;Ouzineb, Mohamed",57210112143;55920439700;23974817400,124420831;124420831;124420831,2023-03-01,March 2023,Computational Statistics,09434062,28930,16139658,Journal,38,1,,149-169,"The majority of current credit-scoring models, used for loan approval processing, are generally built on the basis of the information from the accepted credit applicants whose ability to repay the loan is known. This situation generates what is called the selection bias, presented by a sample that is not representative of the population of applicants, since rejected applications are excluded. Thus, the impact on the eligibility of those models from a statistical and economic point of view. Especially for the models used in the peer-to-peer lending platforms, since their rejection rate is extremely high. The method of inferring rejected applicants information in the process of construction of the credit scoring models is known as reject inference. This study proposes a semi-supervised learning framework based on hidden Markov models (SSHMM), as a novel method of reject inference. Real data from the Lending Club platform, the most used online lending marketplace in the United States as well as the rest of the world, is used to experiment the effectiveness of our method over existing approaches. The results of this study clearly illustrate the proposed method’s superiority, stability, and adaptability.",Credit scoring | Hidden Markov models | P2P lending | Reject Inference | Semi-supervised learning,1,1,repositoryvor,Green,,undefined,
17,2-s2.0-85089257750,10.1108/AEDS-03-2020-0045,,,Macao's gaming credit practices: 15 years after the gaming credit law,ar,Article,Siu Lam C.,60072904,Macao Polytechnic University,Macau,Macao,1,"Siu Lam, Carlos",55820853800,60072904,2023-01-02,2 January 2023,Asian Education and Development Studies,20463162,21100447802,20463170,Journal,12,1,,65-76,"Purpose: The purpose of this paper is to discuss the evolution of Macao's gaming credit practices with reference to its promulgation of the gaming credit law after its gaming liberalization. Design/methodology/approach: A qualitative approach based on in-depth interviews with casino executives, government officials and gamblers to probe their perspectives on Macao's gaming credit practices was adopted due to its underresearched nature. Documentary analysis of annual reports and court files was also used. Findings: Despite the potential of increased revenue with more credit, the credit risk for gaming concessionaires remained under control, while VIP-rooms and junket operators have adopted more prudent policy and faced substantial challenge in credit collection. All these would lead to greater alignment with law-based credit practices. Research limitations/implications: Since gaming credit information was considered confidential, the author experienced difficulty in arranging the interviews, and the nonprobability sampling characterized by the selection bias might affect the findings. Practical implications: The findings have demonstrated some major credit practices such as credit charges on credit balances and terms and conditions for repayment for different credit providers in Macao. Originality/value: The different credit practices by credit providers at different levels of gaming credit have been presented in the same paper.",Credit practice | Gaming credit | Macao,0,0,,,,undefined,
18,2-s2.0-85172874416,,,,A Learning and Control Perspective for Microfinance,cp,Conference Paper,Deng X.,130273398,Regional ICT Center of Excellence,Kigali,Rwanda,6,"Deng, Xiyu;Kurniawan, Christian;Chakraborty, Adhiraj;Gueye, Assane;Chen, Niangjun;Nakahira, Yorie",57223127721;57200515115;57831956700;24824329400;58627798300;57057315900,;;;130273398;;,2023-01-01,2023,Proceedings of Machine Learning Research,,21101153015,26403498,Conference Proceeding,211,,,915-927,"While microfinance has excellent potential for poverty reduction, microfinance institutions (MFIs) are facing sustainability hardships due to high default rates. Existing methods in traditional finance are not directly applicable to microfinance due to the following unique characteristics: (a) insufficient prior loan histories to establish a credit scoring system; (b) applicants may have difficulty providing all the information required by MFIs to predict default probabilities accurately, and (c) many MFIs use group liability (instead of collateral) to secure repayment. In this paper, we present a novel control-theoretic model of microfinance that accounts for these characteristics and an algorithm to optimize the financing decision in real-time. We characterize the convergence conditions to Pareto-optimum. We demonstrate that the proposed method produces fast decisions and is robust against missing information while still accounting for financial inclusion, fairness, social welfare, sustainability, and the complexities induced by group liability. To the best of our knowledge, this paper is the first to connect microfinance and control theory.",Control System | Learning | Microfinance,0,0,,,,undefined,
19,2-s2.0-85170391256,,,,Towards Gender Fairness for Mental Health Prediction,cp,Conference Paper,Cheong J.,60111768;60031101;60004305,The Alan Turing Institute;University of Cambridge;Middle East Technical University (METU),London;Cambridge;Ankara,United Kingdom;United Kingdom;Turkey,4,"Cheong, Jiaee;Kuzucu, Selim;Kalkan, Sinan;Gunes, Hatice",57324430800;57994552400;58600778700;7005067251,60031101-60111768;60004305;60004305;60031101,2023-01-01,2023,IJCAI International Joint Conference on Artificial Intelligence,10450823,19400157504,,Conference Proceeding,2023-August,,,5932-5940,"Mental health is becoming an increasingly prominent health challenge. Despite a plethora of studies analysing and mitigating bias for a variety of tasks such as face recognition and credit scoring, research on machine learning (ML) fairness for mental health has been sparse to date. In this work, we focus on gender bias in mental health and make the following contributions. First, we examine whether bias exists in existing mental health datasets and algorithms. Our experiments were conducted using Depresjon, Psykose and D-Vlog. We identify that both data and algorithmic bias exist. Second, we analyse strategies that can be deployed at the pre-processing, in-processing and post-processing stages to mitigate for bias and evaluate their effectiveness. Third, we investigate factors that impact the efficacy of existing bias mitigation strategies and outline recommendations to achieve greater gender fairness for mental health. Upon obtaining counter-intuitive results on D-Vlog dataset, we undertake further experiments and analyses, and provide practical suggestions to avoid hampering bias mitigation efforts in ML for mental health.",,0,0,,,ATI,EP/R030782/1,Alan Turing Institute
