,eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
313,2-s2.0-85143591123,10.1007/s10100-022-00834-0,,,Distorted probability operator for dynamic portfolio optimization in times of socio-economic crisis,ar,Article,Uğurlu K.,60104301;60008555,Nazarbayev University;Politechnika Poznanska,Astana;Poznan,Kazakhstan;Poland,2,"Uğurlu, Kerem;Brzeczek, Tomasz",57190565145;55966924100,60104301;60008555,2022-01-01,2022,Central European Journal of Operations Research,1435246X,5000158106,16139178,Journal,,,,,"A robust optimal control of discrete time Markov chains with finite terminal T and bounded costs or wealth using probability distortion is studied. The time inconsistency of these distortion operators and hence its lack of dynamic programming are discussed. Due to that, dynamic versions of these operators are introduced, and its availability for dynamic programming is demonstrated. Based on dynamic programming algorithm, existence of the optimal policy is justified and an application of the theory to portfolio optimization along with a numerical study is also presented.",Dynamic programming | Markov decision processes | Mathematical finance | Probability distortion | Risk management,0,1,repositoryvor,Green,NU,SSH2020016,Nazarbayev University
314,2-s2.0-85142751236,10.31449/inf.v46i7.4247,,,Risk Prediction of Enterprise Credit Financing Using Machine Learning,ar,Article,Gu J.,112573524,Sichuan College of Architectural Technology,Deyang,China,1,"Gu, Jingjing",57755299400,112573524,2022-01-01,2022,Informatica (Slovenia),03505596,25507,18543871,Journal,46,7,,145-152,"For the credit financing risk of small, medium-sized and micro enterprises, a risk prediction model of enterprise credit financing management based on antagonistic neural network and least squares support vector machine is proposed. The data samples are processed combined with antagonistic neural network, and the risk prediction of enterprise credit financing is realized by using least squares support vector machine model. Compared with many classification models, the effectiveness of the least squares support vector machine model is verified. The results show that the accuracy rate of the least squares support vector machine model is 90.15%, the recall rate is 85.63%, and the prediction error rates of the model in default and non-default are 6.48% and 3.09% respectively, which is better than BP neural network, random forest algorithm and Gaussian naive Bayesian algorithm. The least squares support vector machine model can effectively and accurately predict the enterprise credit financing risk, provide scientific and efficient risk early warning for the enterprise credit financing control, and provide technical support for preventing and reducing the occurrence of loan default.",Countermeasure neural network | Credit risk | Enterprise financing | Least squares support vector machine | Machine learning,0,1,publisherfullgold,Gold,,undefined,
315,2-s2.0-85140578517,10.1155/2022/4766597,,,A Machine Learning Algorithm for Supplier Credit Risk Assessment Based on Supply Chain Management,ar,Article,Wei Y.,60046660,Belarusian State University,Minsk,Belarus,1,"Wei, Yuqian",57942774400,60046660,2022-01-01,2022,International Transactions on Electrical Energy Systems,,21100241220,20507038,Journal,2022,,4766597,,"In today's complex and ever-changing world, a distribution network in lending impact analysis is an evaluation of a client's procedures, rules, and financial well-being to evaluate as considerable risk and it provides to the contracting company. A creditor's capability to pay the current lender's obligations is considered while doing a lender's threat assessment. Traditionally, it refers to the concern that the borrower may not be able to collect the sequence and interest. The challenges in lenders' threat assessment are a lack of adequate data storage and retrieval, problematic delays caused by a lack of access to the relevant data at the right time, extended lead times that lead their shipments at risk, and demand for speedier deliveries. This paper introduces a machine learning-based linear regression algorithm (ML-LRA) for supplier credit risk (SCR) assessment based on supply chain management (SCM) in credit risk frameworks that depend significantly on modeling ML. Regression models are logistical constraints that can be used to simulate the impacts of multiple variables on a customer's creditworthiness. The chain of distribution forecasting tool assesses specific decisions based on assumptions in variability. As a result of the findings in this study, it can be assumed that ML-LR approaches have a significant role in a variety of business processes such as supplier selection, risk prediction along with the supply chain, and demand and sales estimation. Finally, the study's consequences for the most critical constraints and obstacles are examined to enhance the supply chain management system and ensure overall system sustainability.",,2,1,publisherfullgold,Gold,,undefined,
316,2-s2.0-85139427308,10.1109/ACCESS.2022.3207287,,,"A Survey of Ensemble Learning: Concepts, Algorithms, Applications, and Prospects",re,Review,Mienye I.D.,60000717,University of Johannesburg,Johannesburg,South Africa,2,"Mienye, Ibomoiye Domor;Sun, Yanxia",57211041698;35180292400,60000717;60000717,2022-01-01,2022,IEEE Access,,21100374601,21693536,Journal,10,,,99129-99149,"Ensemble learning techniques have achieved state-of-the-art performance in diverse machine learning applications by combining the predictions from two or more base models. This paper presents a concise overview of ensemble learning, covering the three main ensemble methods: bagging, boosting, and stacking, their early development to the recent state-of-the-art algorithms. The study focuses on the widely used ensemble algorithms, including random forest, adaptive boosting (AdaBoost), gradient boosting, extreme gradient boosting (XGBoost), light gradient boosting machine (LightGBM), and categorical boosting (CatBoost). An attempt is made to concisely cover their mathematical and algorithmic representations, which is lacking in the existing literature and would be beneficial to machine learning researchers and practitioners.",Algorithms | classification | ensemble learning | fraud detection | machine learning | medical diagnosis,30,1,publisherfullgold,Gold,,undefined,
317,2-s2.0-85139293604,,,,Counterfactual Explanation Trees: Transparent and Consistent Actionable Recourse with Decision Trees,cp,Conference Paper,Kanamori K.,60031126;60025272;60014652;60007951,Tokyo Institute of Technology;The University of Tokyo;Hokkaido University;Fujitsu Limited,Tokyo;Tokyo;Sapporo;Minato,Japan;Japan;Japan;Japan,4,"Kanamori, Kentaro;Takagi, Takuya;Kobayashi, Ken;Ike, Yuichi",57219620143;57189685308;57195236365;57073098700,60014652;60007951;60007951-60031126;60025272,2022-01-01,2022,Proceedings of Machine Learning Research,,21101153015,26403498,Conference Proceeding,151,,,1846-1870,"Counterfactual Explanation (CE) is a post-hoc explanation method that provides a perturbation for altering the prediction result of a classifier. An individual can interpret the perturbation as an “action” to obtain the desired decision results. Existing CE methods focus on providing an action, which is optimized for a given single instance. However, these CE methods do not address the case where we have to assign actions to multiple instances simultaneously. In such a case, we need a framework of CE that assigns actions to multiple instances in a transparent and consistent way. In this study, we propose Counterfactual Explanation Tree (CET) that assigns effective actions with decision trees. Due to the properties of decision trees, our CET has two advantages: (1) Transparency: the reasons for assigning actions are summarized in an interpretable structure, and (2) Consistency: these reasons do not conflict with each other. We learn a CET in two steps: (i) compute one effective action for multiple instances and (ii) partition the instances to balance the effectiveness and interpretability. Numerical experiments and user studies demonstrated the efficacy of our CET in comparison with existing methods.",,3,0,,,KAKEN,20J20654,Japan Society for the Promotion of Science
318,2-s2.0-85138010710,10.1109/icABCD54961.2022.9856210,,,A Design for A Machine-Learning-Enabled Multi-Channel Messaging Framework for Financial Service Institutions,cp,Conference Paper,Salami O.,60002397,University of South Africa,Pretoria,South Africa,2,"Salami, Olusola;Mnkandla, Ernest",57191032544;8382755500,60002397;60002397,2022-01-01,2022,"5th International Conference on Artificial Intelligence, Big Data, Computing and Data Communication Systems, icABCD 2022 - Proceedings",,21101107970,,Conference Proceeding,,,,,"Financial Services Institutions (FSIs) utilize multi-channel messaging systems (MCM) to integrate diverse consumer communications channels into a unified system for the benefit of their customers. However, the multi-channel service has an extra overhead coordinating channel selection to identify which channel is available to send messages to customers because of the disparate nature of the integrated channels. Machine learning can be used to determine channels for communication in a customer alert system used by financial services institutions (FSIs). This work offers a machine-learning-enabled channel selection and management method based on Tug Of War (TOW) algorithm. The framework proposed will be based on the TOW dynamics algorithm. TOW uses a modified learning technique based on addition and subtraction's reward/loss principle. Furthermore, we demonstrate the efficacy of this strategy by prototyping the proposed framework in a customer alert system termed the ML-Enabled MCM system. Messaging channels such as SMS, Email, Twitter Direct Messages, Instagram Direct Messages, Telegram, and Facebook Direct Messages were integrated with an Enterprise Service Bus (ESB) responsible for channel management. The new design reveals that the machine learning-enabled MCM system can learn and adapt quickly in response to channel feedback and make quick decisions about which channels a customer can receive messages on while maintaining balance within the system. The proposed framework will be relevant to the event and message processing products offered by FSIs.",Banking | Channel Assignment | Decision Based Systems | Event Driven Systems | Machine Learning | Messaging | Service Oriented Architecture | TOW,0,0,,,,undefined,Birmingham City University
319,2-s2.0-85137911525,10.1155/2022/1545842,,,Multisource Heterogeneous Data-Based Behavior Excavation of Investors and Financial Risk Prediction,ar,Article,Feng P.,60032744,Shanghai University of Finance and Economics,Shanghai,China,1,"Feng, Pijie",57888850300,60032744,2022-01-01,2022,Mathematical Problems in Engineering,1024123X,13082,15635147,Journal,2022,,1545842,,"The investment decision-making behavior of investors refers to the capital purchase behavior of investors in order to achieve a certain purpose or goal. As an individual decision-maker, investors will be affected by various factors when making investment decisions, and the influencing factors may be caused by the outside or generated by themselves. The focus of this paper is to analyze the impact of investors' past returns on investors' decision-making based on multisource heterogeneous data. Multisource heterogeneous data can show the results of investors' behavior evaluation at multiscale and multilevel. Using conceptual deduction and empirical research methods, based on the analysis of investors' behavior, the financial risk prediction results are proposed. Financial risk prediction mainly analyzes the impact of investment returns on investors' decision-making from two aspects: individual returns and overall returns. The measurement indicators of investment decisions use investors' transaction frequency and asset size.",,0,1,publisherfullgold,Gold,,undefined,
320,2-s2.0-85137604979,10.1615/ANNUALREVHEATTRANSFER.2022042131,,,DEEP LEARNING IN HEAT TRANSFER,ch,Book Chapter,Hamid T.J.,60004572,Swansea University,Swansea,United Kingdom,4,"Hamid, Tamaddon Jahromi;Chakshu, Neeraj Kavan;Thomas, Hywel;Nithiarasu, Perumal",57880724500;57200940993;7403742275;7004024126,60004572;60004572;60004572;60004572,2022-01-01,2022,Annual Review of Heat Transfer,10490787,21101022969,23750294,Book Series,24,1,,271-301,"This study presents a literature review of deep learning (DL) in heat transfer, which is one of the machine learning (ML) methods and is based on the artificial neural network (ANN). DL’s growth is mainly attributed to the massive amounts of available training data and significantly increased the computational power available for training deep neural networks. The enormous amount of experimental and computational data, both existing and being generated, is complex but presents excellent opportunity to better comprehend complex problems. This massive amount of raw data needs to be stored and interpreted in order to advance our knowledge in heat transfer applications. The present study considers both forward and inverse DL modeling approaches. In this chapter, we review both approaches using either available experimental data or by generating synthetic, computational data. The forward problem is often well posed, and a numerical or experimental solution can be accomplished with any specified accuracy of computation. In contrast, inverse problem solving is challenging due to the potential for multiple solutions and other difficulties. In addition to discussions on the use of machine learning for forward problems, this chapter touches upon the topic of inverse processes using DL.",deep learning | forward modeling | heat exchangers | heat transfer | inverse modeling | inverse modeling | machine learning | model interpretability,0,0,,,NIMH,P30 CA014089,National Institute of Mental Health
321,2-s2.0-85137052504,10.1109/CSCloud-EdgeCom54986.2022.00029,,,One Novel Dynamic Entity Intelligent Inspection Technology of Bulk Commodity Trading Market,cp,Conference Paper,Zhu L.,60030867,Xi'an University of Science and Technology,Xi'an,China,3,"Zhu, Li;Chen, Gong;Li, Zhanli",35372717700;57868175800;12782257100,60030867;60030867;60030867,2022-01-01,2022,"Proceedings - 2022 IEEE 9th International Conference on Cyber Security and Cloud Computing and 2022 IEEE 8th International Conference on Edge Computing and Scalable Cloud, CSCloud-EdgeCom 2022",,21101104860,,Conference Proceeding,,,,117-122,"Bulk commodity trading is distinguished by a high volume of transactions, a diverse range of transactions, and high price volatility. Once the risk occurs, it will have a great impact on the trading entities and the trading market. Therefore, it is a top priority to avoid the trade risk of the commodity market from the source. However, traditional entity credit inspection methods have the following drawbacks: single data source, fixed pattern, and fixed particles. These problems lead to the difficulty of entity inspection of market transactions, low reliability, and a high risk of existence. A dynamic entity intelligent inspection service mode based on multi-source data fusion is proposed in this paper. First, for this service mode, the detection technology of multi-source data fusion is used to solve the problem of a single data source. Second, dynamic inspection techniques are used to solve the problem of modal granularity fixation. Finally, the complete process of enterprise service is proposed. Through the service mode and inspection technology proposed in this paper, the entity access qualification can be fed back in an all-round and multi-level way. Before bulk commodity trading, the trading platform can make a comprehensive, multi-directional, and reliable cognition of the trading entity information. In trading, the trading platform will have a deeper understanding of the credit change status of the trading entity.",bulk commodity | dynamic | Entity inspection | service | trading platform | transaction entity,0,0,,,,undefined,
322,2-s2.0-85136640100,10.1155/2022/1090634,,,Reliability Analysis of Sports Training Evaluation Index Based on Random Matrix,ar,Article,Wei C.,60009860;101521981,Fudan University;Liuzhou Vocational and Technical College,Shanghai;Liuzhou,China;China,2,"Wei, Chen;Jiang, Meng",57861638100;57860500400,101521981;60009860,2022-01-01,2022,Mathematical Problems in Engineering,1024123X,13082,15635147,Journal,2022,,1090634,,"This paper presents an in-depth study and analysis of the reliability of indicators for the evaluation of sports training using the algorithm of random matrices. Random matrix theory is used to obtain the degree of randomness of the data and the overall correlation characteristics of the data through statistical analysis of the energy spectrum and eigenstates of complex systems. Using the results of random matrix theory on the eigenvalues of the sample covariance matrix, the energy of each subspace is estimated, and the estimated energy is then used to construct the subspace weighting matrix. The problem of reliable finite-Time stability of the model under several types of uncertain time-lagged bounded transfer probability Markov jump parameter compatibility indicators is also explored. The four basic theoretical issues, namely, value orientation, construction basis, construction principles, and conceptual model of the sports training work evaluation index system, are studied. This paper takes the construction of a sports training evaluation index system as the research object and uses the literature method, expert interview method, questionnaire survey method, data analysis method, Delphi method, and hierarchical analysis method as the main research methods to construct a set of sports training evaluation index system as the research task, to enrich the idea of sports training evaluation work, and to provide a reference for the future government to be able to develop a sports training evaluation index system that is in line with the development of the times. The research method was used to collect the opinions of experts. The subjective opinions given by experts were collected using the assignment method, and the weight coefficients of each index were calculated using the AHP hierarchical analysis method. The result is that the index of basic conditions (0.3591) has the largest weight in the whole system. After that, organization and management (0.1911), work effectiveness (0.1376), staffing (0.103), activity development (0.0828), financial and fund management (0.0562), publicity and reporting (0.0382), and material provision (0.032) are in order. The evaluation results of the index system are consistent with the current actual situation of specialization teaching, indicating that the index system for evaluating the effectiveness of high school sports training has good validity.",,1,1,publisherfullgold,Gold,,undefined,
323,2-s2.0-85136545711,10.1155/2022/4606905,,,Constructing Risk Analysis for Changes in China's Local Government Bond System Based on SSP,ar,Article,Xie P.,60268949,Ningbo University of Finance &amp; Economics,Ningbo,China,2,"Xie, Ping;Chunyan, Zhang",57859234000;58146408100,60268949;60268949,2022-01-01,2022,Mobile Information Systems,1574017X,19700174653,1875905X,Journal,2022,,4606905,,"The local government bond system of China has experienced a series of changes from its initial creation to its abolition and then to a recovery again. During the period, the central government always dominated the changing direction of the local government bond system. However, as fiscal decentralization reform has progressed, the institutional needs of local governments and investors have gradually gained attention. As a result, the size and variety of local government bonds are expanding. Through the introduction of analysis of system change based on situation structure performance (SSP), this paper uses Machine Learning (ML) approaches to predict the risk of government debt of China in the context of changing the local government bond system. Besides, this research work includes the comprehensive weight assignment for government debt hazard, fiscal revenue forecasting, default risk calculation, and finally an analysis of the validity of government debt hazard. The system may provide financial signal advice and strategy reference for dealing with hazards in early payment, organizing debt repayment significance order, optimizing fiscal revenue and cost structure, and so on.",,0,1,publisherfullgold,Gold,,undefined,
324,2-s2.0-85136221536,10.1109/ICAEEE54957.2022.9836440,,,Prediction of Bank Performance Using Machine Learning and Genetic Algorithm Hybrid Models,cp,Conference Paper,Ainan U.H.,60077041;60014714,International Islamic University Chittagong;University of Dhaka,Dhaka;Dhaka,Bangladesh;Bangladesh,2,"Ainan, Ummey Hany;Nur-E-Arefin, Md",57849133200;57203033220,60077041;60014714,2022-01-01,2022,"2022 International Conference on Advancement in Electrical and Electronic Engineering, ICAEEE 2022",,21101101916,,Conference Proceeding,,,,,"Now-a-days banking sector is considered as the back-bone of modern economy of a country. Predicting correct performance of banks of a country can show the nearest future of a country. In past statistical measurement is used to predict bank performance. Nowadays Machine Learning (ML) approaches are used in banking sector for better accuracy. Different Hybrid models are also widely used for better performance. In this work three famous Machine Learning classifiers named Random Forest (RF), Support Vector Machine (SVM) and Logistic Regression (LR) are combined with Genetic Algorithm (GA) to make three hybrid models named GA+RF, GA+SVM and GA+LR. The dataset used in this work are consist of 50 Turkish banks, 30 American banks and 20 European banks. The data have 24 performance indicators that measures performance from the year of 2010 to 2020. CAMEL technique is applied in this dataset in order to find ratings of the banks. In this study Genetic Algorithm is also used as optimizer and feature selector. At the end the models are evaluated with and without feature selection as well as with and without optimization. In this study GA+SVM hybrid model with optimization but without feature selection provides best accuracy among all the models which is 100% test accuracy. On the other hand, GA+LR model provide 81.81 % test accuracy with feature selection but without optimization which is lowest in the whole study.",Bank performance | Feature selection | Genetic Algorithm | Hybrid model | Optimization,1,0,,,,undefined,
325,2-s2.0-85135766985,10.1109/ACCESS.2022.3195504,,,The Optimal Investment and Re-Guarantee Purchase of China's Financing Guarantee Institutions Considering Risk Preference,ar,Article,Ma G.,60103963;60017482;126193402,Chuzhou University;Jiangsu University;Zhejiang Guanghan Technology Group Co. Ltd,Chuzhou;Zhenjiang;Hangzhou,China;China;China,3,"Ma, Guojian;Lv, Youqing;Wei, Junjie",57612248400;57615542900;57838129400,60017482;60017482-60103963;126193402,2022-01-01,2022,IEEE Access,,21100374601,21693536,Journal,10,,,81239-81249,"Financing guarantee institutions achieve capital preservation and appreciation through investment, and diversify business risks by purchasing re-guarantee. In order to study the optimal investment and re-guarantee purchase strategies of financing guarantee institutions, the geometric Brownian motion modulated by Markov chain modulation is selected to describe the price process of risk assets, the Hamilton-Jacobi-Bellman equation is constructed based on the utility maximization criterion, and the solutions of optimal investment and re-guarantee purchase strategies are discussed under the exponential utility function. Ultimately, the influence of relevant parameters on the optimal strategies is studied through computational experimental simulation method. The results showed that the risk-free interest rate, risk aversion coefficient and guarantee period have significant effects on the optimal investment and re-guarantee purchase strategies. The market mechanism only affects the trend of the optimal investment strategy, but has no effect on the optimal re-guarantee purchase strategy. However, the increase of the re-guarantee institution's safety loading and the guarantee recovery rate will significantly reduce the re-guarantee purchase ratio.",Financing guarantee institution | investment | re-guarantee purchase | utility,0,1,publisherfullgold,Gold,NPOPSS,17AGL010,National Office for Philosophy and Social Sciences
326,2-s2.0-85135477106,10.1109/ICACITE53722.2022.9823653,,,A Critical Significance of Using Machine Learning in Strengthening Financial Risk Management in Banking Firms,cp,Conference Paper,Johri S.,60277103;60116094;60105382;60105146;60103785;60023913;122388641,"Nawroz University;Erbil Polytechnic University;Amity University, Haryana;Princess Nourah Bint Abdulrahman University;Graphic Era Deemed to be University;Barkatullah University;Dr. Ambedkar Institute of Management Studies and Research",Duhok;Erbil;Gurugram;Riyadh;Dehradun;Bhopal;Nagpur,Iraq;Iraq;India;Saudi Arabia;India;India;India,6,"Johri, Shiva;Qureshi, Naila Iqbal;Mehta, Kamakshi;Othman, Bestoon;Waghmare, Sushant;Pant, Bhasker",57831919600;57483841100;57457991600;57217997090;57327537500;35316278700,60023913;60105146;60105382;60116094-60277103;122388641;60103785,2022-01-01,2022,"2022 2nd International Conference on Advance Computing and Innovative Technologies in Engineering, ICACITE 2022",,21101100102,,Conference Proceeding,,,,1933-1937,"The financial crisis is a significant fear of the banking firms and they are willing to implement certain technological solutions to mitigate the problems. More appropriately, the banking firms are trying to implement technologies for predicting external situations; such as credit risk, liquidity risk, risk of losses and many more. Researchers observed that Machine Learning is a well-known technology that can participate in financial risk prediction and management. Based on the findings of past literature, this research is going to conduct a primary online survey on 63 machine learning experts. The data were collected and analysed on Microsoft Excel.",Artificial Intelligence | banks | economy | Machine Learning | Neural Networks,2,0,,,,undefined,
327,2-s2.0-85135225037,10.1109/ACCESS.2022.3191426,,,Scheduling Under Uncertainty for Industry 4.0 and 5.0,re,Review,Bakon K.,60024419,Pannon Egyetem,Veszprem,Hungary,5,"Bakon, Krisztian;Holczinger, Tibor;Sule, Zoltan;Jasko, Szilard;Abonyi, Janos",57566486300;6506674456;15053562300;14832677300;7003663899,60024419;60024419;60024419;60024419;60024419,2022-01-01,2022,IEEE Access,,21100374601,21693536,Journal,10,,,74977-75017,"This article provides a review about how uncertainties in increasingly complex production and supply chains should be addressed in scheduling tasks. Uncertainty management will be particularly important in Industry 5.0 solutions that will require the close integration of operators and technical systems. To prepare for these challenging developments, this work reviews the sources of uncertainty and the scheduling algorithms that deal with the different types of models developed to handle the uncertain nature of the elements and the environment of complex technological systems. The paper not only identifies the challenges, but also the main building blocks that can help to manage and reduce uncertainties based on the I4.0 and I5.0 solutions. We hope that this study will serve as a starting point for R&D projects and algorithm developments, which will be needed primarily in the field of multi-agent, multistage and inverse optimizations.",decision support | Industry 4.0 | Industry 5.0 | optimization | Scheduling,8,1,publisherfullgold,Gold,,undefined,
328,2-s2.0-85135009379,10.3819/CCBR.2019.140011,,,PROBABILITY LEARNING BY PERCEPTRONS AND PEOPLE,ar,Article,Dawson M.R.W.,60030835,University of Alberta,Edmonton,Canada,1,"Dawson, Michael R.W.",57220711825,60030835,2022-01-01,2022,Comparative Cognition and Behavior Reviews,,21100805739,19114745,Journal,15,,,1-188,,,1,1,publisherfullgold,Gold,,undefined,
329,2-s2.0-85134981878,10.1109/CVPR52688.2022.01304,,,LAS-AT: Adversarial Training with Learnable Attack Strategy,cp,Conference Paper,Jia X.,60273040;60128916;60114181;60108865;60027363,"Institute of Information Engineering;Shenzhen Research Institute of Big Data;Tencent;The Chinese University of Hong Kong, Shenzhen;University of Chinese Academy of Sciences",Beijing;Shenzhen;Shenzhen;Shenzhen;Beijing,China;China;China;China;China,6,"Jia, Xiaojun;Zhang, Yong;Wu, Baoyuan;Ma, Ke;Wang, Jue;Cao, Xiaochun",57214460981;57207968420;55923709600;57204420585;55932120100;8920951000,60273040-60027363;60114181;60108865-60128916;60027363;60114181;60273040-60027363,2022-01-01,2022,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,10636919,24212,,Conference Proceeding,2022-June,,,13388-13398,"Adversarial training (AT) is always formulated as a minimax problem, of which the performance depends on the inner optimization that involves the generation of adver-sarial examples (AEs). Most previous methods adopt Projected Gradient Decent (PGD) with manually specifying attack parameters for AE generation. A combination of the attack parameters can be referred to as an attack strategy. Several works have revealed that using a fixed attack strategy to generate AEs during the whole training phase limits the model robustness and propose to exploit different attack strategies at different training stages to improve robustness. But those multi-stage handcrafted attack strategies need much domain expertise, and the robustness improvement is limited. In this paper, we propose a novel framework for adversarial training by introducing the concept of 'learnable attack strategy', dubbed LAS-AT, which learns to automatically produce attack strategies to improve the model robustness. Our framework is composed of a target network that uses AEs for training to improve robustness, and a strategy network that produces attack strategies to control the AE generation. Experimental evaluations on three benchmark databases demonstrate the superiority of the proposed method. The code is released at https://github.com/jiaxiaojunQAQ/LAS-AT.",Adversarial attack and defense,15,0,repositoryam,Green,NSFC,No.JR202123,National Natural Science Foundation of China
330,2-s2.0-85134524236,10.1155/2022/6278317,,,Application and Legal Governance of Computational Technologies in Credit Investigation: An Interdisciplinary Perspective,ar,Article,Zhang Y.,60025278;60006142;60005765;112815174,Tsinghua University;China University of Political Science and Law;Bank Of China;Henan Mechanical and Electrical Vocational College,Beijing;Beijing;Beijing;Zhengzhou,China;China;China;China,3,"Zhang, Ying;Xie, Zhen;Qu, Xiuwei",57810071400;57810291700;57810715500,60025278-60006142;60005765;112815174,2022-01-01,2022,Discrete Dynamics in Nature and Society,10260226,21153,1607887X,Journal,2022,,6278317,,"The purpose of this interdisciplinary study is to investigate the applications of modern computational technologies in the field of credit investigation and discuss the related legal governance measurements in order to unblock the bottlenecks in the future development of credit investigation market. By analyzing the computational technologies and algorithms most commonly used in credit data collection and data storage, data transmission and data access, data analysis and processing, data calculation, result output and effect evaluation, this paper summarizes and proposes a unified general process of modern credit investigation, pointing out that in this general process, low data quality, privacy violation, algorithmic bias are the main challenges in the big data era, and countermeasures like data quality control, privacy protection, and algorithm governance need to be to be taken seriously into account in order to further explore the great potential of the credit investigation under the legal framework.",,0,1,publisherfullgold,Gold,,undefined,
331,2-s2.0-85133446653,10.17705/1CAIS.05036,,,Trends in FinTech Research and Practice: Examining the Intersection with the Information Systems Field,ar,Article,Cai C.,60187501;60019544,Macquarie Business School;Macquarie University,North Ryde;Sydney,Australia;Australia,3,"Cai, Cynthia;Marrone, Mauricio;Linnenluecke, Martina",57203948988;36135658300;34768782000,60187501;60019544;60187501,2022-01-01,2022,Communications of the Association for Information Systems,15293181,19300156904,,Journal,50,1,40,803-834,"This paper offers a systematic review of academic and practitioner-oriented literature on FinTech to determine the literature's existing scope and examine the intersection with work in the Information Systems (IS) field. Findings from our review show that the practitioner-oriented literature foreshadowed the rise of FinTech by extensively reporting on algorithm-based and electronic trading (2009 onwards), followed by reporting on FinTech start-ups and funding successes (2014 onwards). The practitioner literature subsequently reported on alternative finance models, the introduction of cryptocurrencies, and risks and regulatory issues. Academic literature on FinTech began to rise from 2014 onwards, focusing initially on the development of FinTech in the aftermath of the 2007-2008 global financial crisis. Research attention subsequently shifted to FinTech innovations (alternative finance, cryptocurrency and blockchain, machine-based methods for financial analysis and forecasting, including artificial intelligence), as well as risk and regulatory issues. IS work on FinTech started to emerge from 2015 onwards, initially focusing on mobile payment systems and peer-to-peer lending. However, the body of work at the intersection of FinTech and IS is still small. Our review sheds light on several opportunities for future research, including financial inclusion, the impacts arising from COVID-19, and the emergence of new business models, such as Banking as a Service (BaaS).",AlgoTrading | Banking as a Service (BaaS) | COVID-19 | Cryptocurrency | Financial Inclusion | Literature Review | Machine-based Learning | RegTech | Research Trends | Risk and Regulation,6,1,publisherfree2read,Bronze,ARC,LP200301118,Australian Research Council
332,2-s2.0-85133371585,10.1109/ACPEE53904.2022.9783844,,,Blockchain-based Smart Contract Enabling Electric Heating Load Participate in Demand Response,cp,Conference Paper,Li B.,117508394;113230961,State Grid Electric Power Research Institute;State Grid Jilin Electric Power Company Limited,Nanjing;Changchun,China;China,6,"Li, Baoju;Yang, Dongmei;Sun, Yong;Liu, Gang;Fu, Jiyue;Liu, Chang",56129929900;57208293335;55576601800;57222136243;56261186500;57191678654,113230961;117508394;113230961;117508394;113230961;113230961,2022-01-01,2022,"Proceedings - 2022 7th Asia Conference on Power and Electrical Engineering, ACPEE 2022",,21101094821,,Conference Proceeding,,,,507-512,"As a good demand-response resource with time-shifting characteristics, electric heating load (EHL) is an important means to consume renewable energy. A large number of electric heat users need an efficient and secure platform to participate in market transactions, blockchain technology is introduced to solve the mentioned issue. This paper proposes a demand response contract supported by blockchain technology for market-oriented operations involving electric heating users. First, this paper establishes a demand response model for electric heat load. Secondly, the method of day-ahead contract for electric heating load trading is proposed, it updates the response planning function according to the price, and stores the day-ahead trading results in the blockchain bill. In the real-time contract, the results are recorded to the bill according to consensus for possible power deviations, and provides a means of settlement. Finally, the calculation example verifies the validity of the proposed smart contract.",blockchain | demand response | electric heating load | smart contract,1,0,,,SGCC,undefined,State Grid Corporation of China
333,2-s2.0-85133135541,10.1155/2022/6584352,,,Empirical Analysis of Ensemble Learning for Imbalanced Credit Scoring Datasets: A Systematic Review,re,Review,Lenka S.R.,60008396;122769389,Dongseo University;C. V. Raman Global University,Busan;Bhubaneswar,South Korea;India,4,"Lenka, Sudhansu R.;Bisoy, Sukant Kishoro;Priyadarshini, Rojalina;Sain, Mangal",57218870479;55899630000;57195339620;26668076100,122769389;122769389;122769389;60008396,2022-01-01,2022,Wireless Communications and Mobile Computing,15308669,17543,15308677,Journal,2022,,6584352,,"Credit scoring analysis has gained tremendous importance for researchers and the financial industries around the globe. It helps the financial industries to grant credits or loans to each deserving applicant with zero or minimal risks. However, developing an accurate and effective credit scoring model is a challenging task due to class imbalance and the presence of some irrelevant features. Recent researches show that ensemble learning has achieved supremacy in this field. In this paper, we performed an extensive comparative analysis of ensemble algorithms to bring further improvements in the algorithm oversampling, and feature selection (FS) techniques are implemented. The relevant features are identified by utilizing three FS techniques, such as information gain (IG), principal component analysis (PCA), and genetic algorithm (GA). Additionally, a comparative performance analysis is performed using 5 base and 14 ensemble models on three credit scoring datasets. The experimental results exhibit that the GA-based FS technique and CatBoost algorithm perform significantly better than other models in terms of five metrics, i.e., accuracy (ACC), area under the curve (AUC), F1-score, Brier score (BS), and Kolmogorov-Smirnov (KS).",,3,1,publisherfullgold,Gold,,undefined,
